Well_ID,State,District,Block,Village,Latitude,Longitude,Year,pH,EC,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,TDS,WQI,Water Quality Classification
W192900074120001,Maharashtra,Ahmednagar,sangamner,chandanapuri,74.2,19.48333333,2022,7.77,6.956545443151569,5.618950539139504,4.856706811803519,4.007333185232471,4.219507705176107,5.817111159963204,4.175924549214524,3.7727609380946383,4.368181227851829,0.7419373447293773,0.27002713721306015,5.4116460518550396,211.96708,Very Poor yet Drinkable
W212234071070701,Gujarat,Amreli,dhari,morjhar,21.375768,71.113977,2020,7.8,6.726233402358747,5.683579767338681,4.804021044733257,3.4339872044851463,3.1354942159291497,5.802118375377063,4.110873864173311,3.8066624897703196,4.127134385045092,0.262364264467491,0.16551443847757338,6.326149473155099,225.945,Very Poor yet Drinkable
W321715075521501,Himachal Pradesh,KANGRA,nurpur,bod,32.2869,75.8697,2019,8.6,6.679599185844383,5.4510384535657,4.060443010546419,0.0,4.07753744390572,5.673323267171493,4.04305126783455,3.6109179126442243,3.8918202981106265,3.044522437723423,0.262364264467491,5.572154032177765,170.3164,Poor
W183840074534801,Maharashtra,Ahmednagar,karjat,bhitkewadi,74.89666667,18.64444444,2022,7.78,6.562161567911363,5.450609176890295,4.115779842942166,3.8416005411316,4.239886867512759,5.484796933490655,3.933784497209659,3.3638415951183864,4.070734696582967,0.5306282510621704,0.3852624007906449,6.150602768446279,195.39092,Poor
W212350071130001,Gujarat,Amreli,dhari,kerala,21.389715,71.217799,2020,8.1,7.222566018822171,6.2166061010848646,5.332718793265369,3.6109179126442243,3.1780538303479458,4.795790545596741,3.367295829986474,2.5649493574615367,5.659482215759621,0.5187937934151675,0.3435897043900769,6.822197390620491,374.44148,Unsuitable for Drinking
W321016075414301,Himachal Pradesh,Kangra,indaura,changara,32.1713,75.6954,2019,8.4,5.545177444479562,4.709530201312334,2.70805020110221,0.0,1.62924053973028,4.709530201312334,2.5649493574615367,2.995732273553991,3.091042453358316,0.832909122935104,0.16551443847757338,5.572154032177765,81.2487,Good
W183800075060001,Maharashtra,Ahmednagar,karjat,pategaon,75.1,18.63333333,2022,7.63,7.271703706887368,5.905634290502789,5.38081858805978,4.5685062016165,2.954910279033736,5.846438775057725,3.716008121502189,4.102643365036796,5.0132984115157395,3.2733640101522705,0.4637340162321401,6.244166900663736,315.61842,Unsuitable for Drinking
W212330071174501,Gujarat,Amreli,kundla- savar,charkhadia1,21.388935,71.29323,2020,7.6,7.050122520269059,6.434546518787453,3.9318256327243257,3.58351893845611,2.8903717578961645,3.9318256327243257,2.833213344056216,1.2237754316221157,5.572154032177765,1.3609765531356006,1.1786549963416462,6.650279048587422,322.8114,Unsuitable for Drinking
W183100074590001,Maharashtra,Ahmednagar,karjat,kolwadi,74.98333333,18.51666667,2022,7.97,7.916807490937603,6.546211357931901,6.16541785423142,4.379523504455763,4.189654742026425,6.144185634125646,4.396915247167632,4.180522258463153,5.757954953544594,4.846546505563361,0.20701416938432615,5.91350300563827,516.56248,Unsuitable for Drinking
W212558071215001,Gujarat,Amreli,kundla- savar,bhuva,21.427712,71.359647,2020,8.1,9.142489705068009,6.692083742506628,7.845024417241484,6.329720905522696,5.402677381872279,6.582025138892826,3.713572066704308,5.0238805208462765,7.605392364814935,4.406719247264253,0.6097655716208943,8.74209519574531,2469.8814,Unsuitable for Drinking
W193100074151001,Maharashtra,Ahmednagar,sangamner,tambhol,74.25277778,19.51666667,2022,8.25,5.613857767128214,4.3067641501733345,3.8522730010223722,2.302585092994046,1.62924053973028,4.836281906951478,3.299533727885655,2.747270914255491,1.9459101490553132,0.4700036292457356,0.09531017980432487,7.2305631534092925,243.5661,Very Poor yet Drinkable
W212000071120001,Gujarat,Amreli,dhari,dharangani,21.328942,71.197764,2020,8.0,7.431299675155903,5.683579767338681,5.8522024797744745,4.174387269895637,4.912654885736052,6.19644412779452,4.574710978503383,4.127134385045092,5.241747015059643,0.6205764877251099,0.2546422183735807,7.030857476116121,454.33816,Unsuitable for Drinking
W311240076284501,Himachal Pradesh,KANGRA,indora,kotla,32.2363,76.0483,2019,8.48,5.707110264748875,5.075173815233827,2.6390573296152584,0.0,2.312535423847214,4.948759890378168,2.5649493574615367,3.332204510175204,3.295836866004329,1.0986122886681098,0.13102826240640408,5.572154032177765,91.78702,Good
W183700074370001,Maharashtra,Ahmednagar,shrigonda,vadegaon madhe,74.61666667,18.61666667,2022,7.51,7.634820677745543,5.339939041238856,5.873525249243295,5.703782474656201,4.11251186617755,6.608000625296087,4.636668853047462,4.778282803696737,4.7086288943563215,0.6418538861723948,0.23111172096338664,5.60947179518496,381.47764,Unsuitable for Drinking
W211400071120001,Gujarat,Amreli,khambha,ingorala,21.226835,71.20256,2020,8.2,6.517671272912275,5.8377304471659395,3.58351893845611,3.4339872044851463,2.833213344056216,5.602118820879701,4.110873864173311,3.4011973816621555,3.871201010907891,0.41871033485818504,0.27002713721306015,6.118097198041348,187.81692,Poor
W315838075541801,Himachal Pradesh,Kangra,indaura,jagir,31.9729,75.903,2019,8.4,6.175867270105761,4.90527477843843,3.7612001156935624,3.2188758248682006,3.1354942159291497,5.198497031265826,3.2188758248682006,3.4011973816621555,3.4339872044851463,2.1972245773362196,0.1484200051182733,5.572154032177765,118.4806,Poor
W190821074231401,Maharashtra,Ahmednagar,parner,takli-dhogeswar-1,74.38722222,19.13916667,2022,8.03,6.630815303062258,5.905634290502789,3.7727609380946383,3.068052935133617,1.7047480922384253,5.420534999272286,3.716008121502189,3.4468078929142076,4.222444564849416,1.0296194171811581,0.5596157879354227,5.655991810819852,173.15742,Poor
W211515071090001,Gujarat,Amreli,dhari,virpur,21.253927,71.145876,2020,7.3,7.002155954403621,6.192362489474872,4.060443010546419,3.9512437185814275,4.51085950651685,6.111467339502679,4.653960350157523,3.8501476017100584,4.189654742026425,1.5040773967762742,0.22314355131420976,6.602587892189336,307.8672,Unsuitable for Drinking
W192505075051501,Maharashtra,Ahmednagar,nevasa,kokona-1,75.0875,19.41805556,2022,7.53,7.583756300707112,5.703782474656201,5.711419901785413,5.078916801512661,5.279644101282416,6.634633357861686,4.9924713234685845,4.574710978503383,4.499809670330265,0.6418538861723948,0.3293037471426004,6.054439346269371,399.31882,Unsuitable for Drinking
W214954071455801,Gujarat,Amreli,jafrabad,timbi2,20.897248,71.2021,2020,8.2,7.637234388789473,6.113682179832232,5.968707559985366,4.727387818712341,4.454347296253507,5.968707559985366,3.8918202981106265,4.204692619390966,5.834810737062605,2.995732273553991,0.6043159668533294,7.237059026124737,558.0598,Unsuitable for Drinking
W190005074550002,Maharashtra,Ahmednagar,nagar,chichondi patil,74.91666667,19.00138889,2022,7.77,7.1693500166706,5.640842674882327,5.241217774507464,4.794136285500715,3.044522437723423,6.0063531596017325,4.264087336809195,4.041295341132285,4.575741375297279,1.0296194171811581,0.31481073984003355,6.2324480165505225,289.27428,Very Poor yet Drinkable
W205430071213701,Gujarat,Amreli,jafrabad,kadiyali,20.861747,71.302268,2020,8.4,7.893945138235959,5.8377304471659395,6.51471269087253,3.332204510175204,2.2925347571405443,6.111467339502679,4.890349128221754,3.4011973816621555,5.8971538676367405,2.5649493574615367,0.6931471805599453,7.493873886783559,684.7063,Unsuitable for Drinking
W192119074522401,Maharashtra,Ahmednagar,nevasa,ghodegaon-1,74.87333333,19.35527778,2022,8.18,6.733163768250093,5.723911845951367,4.115779842942166,4.3254562831854875,2.1041341542702074,5.420534999272286,3.716008121502189,3.4468078929142076,4.461299815568389,0.5877866649021191,0.3646431135879093,6.421622267806518,233.25822,Very Poor yet Drinkable
W201200076010001,Gujarat,Amreli,jafrabad,jafrabad,20.868281,71.361554,2020,8.2,8.12415060330663,6.309918278226516,6.470799503782602,5.181783550292085,5.017279836814924,5.771441123130016,3.713572066704308,4.007333185232471,6.270988431858299,5.351858133476067,0.4762341789963716,7.724004656676065,898.5538,Unsuitable for Drinking
W313330076534501,Himachal Pradesh,MANDI,sundernagar,jarl,31.5515,76.8959,2019,8.45,5.983936280687191,4.762173934797756,3.58351893845611,0.0,2.272125885509337,5.1298987149230735,3.7612001156935624,2.772588722239781,3.091042453358316,1.1939224684724346,0.13102826240640408,5.572154032177765,101.9582,Poor
W193531074285501,Maharashtra,Ahmednagar,kopargaon,loni-pravara nagar,74.48194444,19.59194444,2022,7.83,7.234898420314831,5.871836059652451,5.278114659230517,4.700480365792417,3.591817741270805,6.133398042996649,4.421247347827163,4.143134726391533,4.604169685654508,0.4700036292457356,0.3001045924503381,6.566672429803241,337.04222,Unsuitable for Drinking
W205745071260001,Gujarat,Amreli,jafrabad,lotpur,20.961527,71.431147,2020,8.2,9.077494458642754,5.54907608489522,7.850882664809852,6.169610732491456,4.74493212836325,6.804614520062624,4.174387269895637,5.1983202200555345,7.4377951216719325,1.9600947840472698,0.23901690047049992,8.67709870892586,2256.341472,Unsuitable for Drinking
W191617074510701,Maharashtra,Ahmednagar,nagar,khosepuri-1,74.85194444,19.27138889,2022,7.88,6.900831363909313,6.114787763139981,4.115779842942166,3.822098297900159,2.8390784635086144,5.802118375377063,4.044804116661965,3.8543938925915096,4.328098292648326,1.2809338454620642,0.48858001481867097,6.368187186350492,257.49392,Very Poor yet Drinkable
W205205071214501,Gujarat,Amreli,jafrabad,bherai,20.974028,71.486826,2020,8.4,8.043342170441608,6.52795791762255,6.366470447731438,5.043425116919247,3.8501476017100584,6.111467339502679,3.4965075614664802,4.51085950651685,6.246106765481563,2.6390573296152584,0.6205764877251099,7.643003635560718,820.9276,Unsuitable for Drinking
W313353076552601,Himachal Pradesh,MANDI,bahl,dinak,31.5648,76.9241,2019,8.42,6.100318952020064,4.634728988229636,3.784189633918261,0.0,3.1354942159291497,5.19295685089021,3.4011973816621555,3.295836866004329,3.258096538021482,0.9932517730102833,0.12221763272424921,5.572154032177765,108.69908,Poor
W184226075175001,Maharashtra,Ahmednagar,jamkhed,jamkhed-1,75.29722222,18.70722222,2022,7.56,7.147559271189454,5.550242719287699,5.163070217140011,5.067645548813036,3.1780538303479458,6.133398042996649,4.11251186617755,4.334672938290411,4.257030144499196,0.7884573603642702,0.37156355643248307,6.577861357721047,315.90224,Unsuitable for Drinking
W205530071211501,Gujarat,Amreli,jafrabad,nageshri,20.919667,71.342351,2020,7.7,7.237778191923443,6.1675164908883415,5.056245805348308,4.68213122712422,3.912023005428146,5.916202062607435,4.290459441148391,3.8501476017100584,5.10594547390058,2.1400661634962708,0.23901690047049992,6.837332814685591,381.0198,Unsuitable for Drinking
W193657074443601,Maharashtra,Ahmednagar,shrirampur,khokar,74.74333333,19.61583333,2022,7.59,7.487733761436444,5.501666290534067,5.757323241584231,5.304299438225584,4.084294226368599,6.46302945692067,4.892602227184663,4.334672938290411,4.637637376125593,1.410986973710262,0.22314355131420976,6.349138991379798,380.63696,Unsuitable for Drinking
W210100071165001,Gujarat,Amreli,khambha,trakuda,21.016512,71.282878,2020,7.5,6.115892125483034,5.147494476813453,3.9318256327243257,3.295836866004329,0.5653138090500605,5.017279836814924,3.6109179126442243,2.772588722239781,3.8066624897703196,0.9162907318741551,0.23901690047049992,5.717027701406222,122.81768,Poor
W313652076282901,Himachal Pradesh,HAMIRPUR,nadaun,galore,31.6146,76.4747,2019,8.46,5.860786223465865,4.477336814478207,3.091042453358316,0.0,2.066862759472976,5.1298987149230735,3.9512437185814275,2.3978952727983707,2.3978952727983707,1.9600947840472698,0.12221763272424921,5.572154032177765,92.71374,Good
